Name,Sex,Age,Team,NOC,Sport,Medal
"Florence Isabel ""Jane"" Bell (-Walker, -Doane)",F,17,Canada,CAN,Athletics,Gold
Regla Maritza Bell McKenzie,F,22,Cuba,CUB,Volleyball,Gold
Regla Maritza Bell McKenzie,F,26,Cuba,CUB,Volleyball,Gold
Regla Maritza Bell McKenzie,F,30,Cuba,CUB,Volleyball,Gold
"Walter Jones ""Walt"" Bellamy, Jr.",M,23,United States,USA,Basketball,Gold
"Norman Dean ""Norm"" Bellingham",M,23,United States,USA,Canoeing,Gold
Ettore Bellotto,M,25,Italy,ITA,Gymnastics,Gold
Antonella Bellutti,F,27,Italy,ITA,Cycling,Gold
Antonella Bellutti,F,31,Italy,ITA,Cycling,Gold
Stefania Belmondo,F,23,Italy,ITA,Cross Country Skiing,Gold
Stefania Belmondo,F,33,Italy,ITA,Cross Country Skiing,Gold
Mireia Belmonte Garca,F,25,Spain,ESP,Swimming,Gold
"Melissa Louise Belote (-Hamlin, -Ripley)",F,15,United States,USA,Swimming,Gold
"Melissa Louise Belote (-Hamlin, -Ripley)",F,15,United States,USA,Swimming,Gold
"Melissa Louise Belote (-Hamlin, -Ripley)",F,15,United States,USA,Swimming,Gold
Irina Olegovna Belova,F,19,Russia,RUS,Rhythmic Gymnastics,Gold
Olesya Vladimirovna Belugina,F,20,Russia,RUS,Rhythmic Gymnastics,Gold
Ferenc Bene,M,19,Hungary,HUN,Football,Gold
Emil Benecke,M,29,Germany,GER,Water Polo,Gold
Gbor Benedek,M,25,Hungary,HUN,Modern Pentathlon,Gold
Tibor Benedek,M,28,Hungary,HUN,Water Polo,Gold
Tibor Benedek,M,32,Hungary,HUN,Water Polo,Gold
Tibor Benedek,M,36,Hungary,HUN,Water Polo,Gold
Charles Sumner Benedict,M,40,United States,USA,Shooting,Gold
Andrea Benelli,M,44,Italy,ITA,Shooting,Gold
Bengt Folke Bengtsson,M,22,Sweden,SWE,Gymnastics,Gold
Lindsay Dianne Benko (-Mintenko),F,23,United States,USA,Swimming,Gold
Lindsay Dianne Benko (-Mintenko),F,27,United States,USA,Swimming,Gold
"James Randolph ""Jamie"" Benn",M,24,Canada,CAN,Ice Hockey,Gold
"Huelet Leo ""Joe"" Benner",M,34,United States,USA,Shooting,Gold
"Robert Earl ""Bob"" Bennett",M,17,United States,USA,Swimming,Gold
"Robert Earl ""Bob"" Bennett",M,21,United States,USA,Swimming,Gold
Brooke Marie Bennett (-Frioud),F,16,United States,USA,Swimming,Gold
Brooke Marie Bennett (-Frioud),F,20,United States,USA,Swimming,Gold
Brooke Marie Bennett (-Frioud),F,20,United States,USA,Swimming,Gold
Charles Bennett,M,29,Great Britain,GBR,Athletics,Gold
"John Hadfield ""Jack"" Bennett",M,34,Great Britain,GBR,Hockey,Gold
Paul Bennett,M,27,Great Britain,GBR,Rowing,Gold
Carina Marguerite Benninga,F,21,Netherlands,NED,Hockey,Gold
Joan Benoit (-Samuelson),F,27,United States,USA,Athletics,Gold
"Robert John ""Bobby"" Benson",M,25,Canada,CAN,Ice Hockey,Gold
Isaac Bentham,M,25,Great Britain,GBR,Water Polo,Gold
"William Bruce ""Bill"" Bentsen",M,42,United States,USA,Sailing,Gold
"Joseph ""Gunnar"" Bentz",M,20,United States,USA,Swimming,Gold
"Giovanni ""Nino"" Benvenuti",M,22,Italy,ITA,Boxing,Gold
Josef Bernek,M,28,Czech Republic,CZE,Ice Hockey,Gold
Gheorghe Berceanu,M,22,Romania,ROU,Wrestling,Gold
Tibor Berczelly (Berczeller-),M,24,Hungary,HUN,Fencing,Gold
Tibor Berczelly (Berczeller-),M,36,Hungary,HUN,Fencing,Gold
Tibor Berczelly (Berczeller-),M,40,Hungary,HUN,Fencing,Gold
"Richard ""Ricky"" Berens",M,20,United States,USA,Swimming,Gold
"Richard ""Ricky"" Berens",M,24,United States,USA,Swimming,Gold
Jack Beresford,M,25,Great Britain,GBR,Rowing,Gold
Jack Beresford,M,33,Great Britain,GBR,Rowing,Gold
Jack Beresford,M,37,Great Britain,GBR,Rowing,Gold
Dmitry Vladimirovich Berestov,M,24,Russia,RUS,Weightlifting,Gold
Yury Viktorovich Berezhko,M,28,Russia,RUS,Volleyball,Gold
Laura Kay Berg,F,21,United States,USA,Softball,Gold
Laura Kay Berg,F,25,United States,USA,Softball,Gold
Laura Kay Berg,F,29,United States,USA,Softball,Gold
Giancarlo Bergamini,M,30,Italy,ITA,Fencing,Gold
Herman Georges Berger,M,32,France,FRA,Fencing,Gold
"Isaac ""Ike"" Berger",M,20,United States,USA,Weightlifting,Gold
"Samuel ""Sam"" Berger",M,19,United States,USA,Boxing,Gold
Patrice Bergeron-Cleary,M,24,Canada,CAN,Ice Hockey,Gold
Patrice Bergeron-Cleary,M,28,Canada,CAN,Ice Hockey,Gold
"Rafael ""Rafa"" Berges Marn",M,21,Spain,ESP,Football,Gold
Evy Margareta Berggren (-Westerberg),F,18,Sweden,SWE,Gymnastics,Gold
Ralph Douglas Charles Berglund,M,29,Sweden,SWE,Ice Hockey,Gold
Hans Gustaf Bo Berglund,M,30,Sweden,SWE,Canoeing,Gold
Adolf Bergman,M,33,Sweden,SWE,Tug-Of-War,Gold
Eric Bergoust,M,28,United States,USA,Freestyle Skiing,Gold
Pr Jonas Bergqvist,M,31,Sweden,SWE,Ice Hockey,Gold
Jacob Jorrit Bergsma,M,28,Netherlands,NED,Speed Skating,Gold
Krisztin Berki,M,27,Hungary,HUN,Gymnastics,Gold
"David Charles ""Dave"" Berkoff",M,21,United States,USA,Swimming,Gold
"David Charles ""Dave"" Berkoff",M,25,United States,USA,Swimming,Gold
Tell Schirnding Berna,M,20,United States,USA,Athletics,Gold
Alain Andr Louis Edmond Bernard,M,25,France,FRA,Swimming,Gold
Alain Andr Louis Edmond Bernard,M,29,France,FRA,Swimming,Gold
Sylvie Bernier,F,20,Canada,CAN,Diving,Gold
Gilles Berolatti,M,24,France,FRA,Fencing,Gold
Livio Berruti,M,21,Italy,ITA,Athletics,Gold
Arthur Berry,M,20,Great Britain,GBR,Football,Gold
Arthur Berry,M,24,Great Britain,GBR,Football,Gold
Kevin John Berry,M,19,Australia,AUS,Swimming,Gold
Walter Helmut Berthold,M,25,Germany,GER,Handball,Gold
Lszl Berti (Berty),M,36,Hungary,HUN,Fencing,Gold
Carl Adolf Hjalmar Bertilsson,M,18,Sweden,SWE,Gymnastics,Gold
Per Daniel Bertilsson,M,19,Sweden,SWE,Gymnastics,Gold
Franco Bertinetti,M,29,Italy,ITA,Fencing,Gold
Franco Bertinetti,M,33,Italy,ITA,Fencing,Gold
Marcello Bertinetti,M,39,Italy,ITA,Fencing,Gold
Marcello Bertinetti,M,43,Italy,ITA,Fencing,Gold
Sergio Bertoni,M,20,Italy,ITA,Football,Gold
Ryan Thomas Berube,M,22,United States,USA,Swimming,Gold
Aldis Imants Berzins,M,27,United States,USA,Volleyball,Gold
Doina Ofelia Beliu-Melinte,F,27,Romania,ROU,Athletics,Gold
Colette Besson (-Nogus),F,22,France,FRA,Athletics,Gold
Danny Betancourt Chacn,M,23,Cuba,CUB,Baseball,Gold
"Janice ""Jan"" Betker",F,37,Canada,CAN,Curling,Gold
Jean-Christophe Bette,M,22,France,FRA,Rowing,Gold
Paolo Bettini,M,30,Italy,ITA,Cycling,Gold
Edward Vaughan Bevan,M,20,Great Britain,GBR,Rowing,Gold
Jos Beyaert,M,22,France,FRA,Cycling,Gold
Jamie Lynn Beyerle-Gray (-Corkish),F,28,United States,USA,Shooting,Gold
Kulbir Singh Bhaura,M,32,Great Britain,GBR,Hockey,Gold
Carlo Biagi,M,22,Italy,ITA,Football,Gold
Diana Bianchedi,F,22,Italy,ITA,Fencing,Gold
Diana Bianchedi,F,30,Italy,ITA,Fencing,Gold
Sergio Bianchetto,M,21,Italy,ITA,Cycling,Gold
Sergio Bianchetto,M,25,Italy,ITA,Cycling,Gold
Pietro Bianchi,M,29,Italy,ITA,Gymnastics,Gold
Pietro Bianchi,M,37,Italy,ITA,Gymnastics,Gold
Suzannah Bianco,F,23,United States,USA,Synchronized Swimming,Gold
Michel Bibard,M,25,France,FRA,Football,Gold
Nino Bibbia,M,25,Italy,ITA,Skeleton,Gold
Arno Bieberstein,M,21,Germany,GER,Swimming,Gold
"Heidi Biebl (-Schmid, -Prelevi)",F,19,Germany,GER,Alpine Skiing,Gold
Sebastian Friedrich Felix Biederlack,M,26,Germany,GER,Hockey,Gold
Jerome Cousins Biffle,M,24,United States,USA,Athletics,Gold
Tyrell Biggs,M,23,United States,USA,Boxing,Gold
"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,24,Great Britain,GBR,Athletics,Gold
Dominique Bijotat,M,23,France,FRA,Football,Gold
Abebe Bikila,M,28,Ethiopia,ETH,Athletics,Gold
Abebe Bikila,M,32,Ethiopia,ETH,Athletics,Gold
Simone Arianne Biles,F,19,United States,USA,Gymnastics,Gold
Simone Arianne Biles,F,19,United States,USA,Gymnastics,Gold
Simone Arianne Biles,F,19,United States,USA,Gymnastics,Gold
Simone Arianne Biles,F,19,United States,USA,Gymnastics,Gold
Gazanfer Bilge,M,24,Turkey,TUR,Wrestling,Gold
Charles W. Billings,M,45,United States,USA,Shooting,Gold
"Alexandre ""Alex"" Bilodeau",M,22,Canada,CAN,Freestyle Skiing,Gold
"Alexandre ""Alex"" Bilodeau",M,26,Canada,CAN,Freestyle Skiing,Gold
Thomas Bimis,M,29,Greece,GRE,Diving,Gold
Bino Bini,M,24,Italy,ITA,Fencing,Gold
"Matthew Nicholas ""Matt"" Biondi",M,18,United States,USA,Swimming,Gold
"Matthew Nicholas ""Matt"" Biondi",M,22,United States,USA,Swimming,Gold
"Matthew Nicholas ""Matt"" Biondi",M,22,United States,USA,Swimming,Gold
"Matthew Nicholas ""Matt"" Biondi",M,22,United States,USA,Swimming,Gold
"Matthew Nicholas ""Matt"" Biondi",M,22,United States,USA,Swimming,Gold
"Matthew Nicholas ""Matt"" Biondi",M,22,United States,USA,Swimming,Gold
"Matthew Nicholas ""Matt"" Biondi",M,26,United States,USA,Swimming,Gold
"Matthew Nicholas ""Matt"" Biondi",M,26,United States,USA,Swimming,Gold
Carl Fabian Birck,M,26,Sweden,SWE,Gymnastics,Gold
Larry Joe Bird,M,35,United States,USA,Basketball,Gold
"Suzanne Brigit ""Sue"" Bird",F,23,United States,USA,Basketball,Gold
"Suzanne Brigit ""Sue"" Bird",F,27,United States,USA,Basketball,Gold
"Suzanne Brigit ""Sue"" Bird",F,31,United States,USA,Basketball,Gold
"Suzanne Brigit ""Sue"" Bird",F,35,United States,USA,Basketball,Gold
Matthew Kiprotich Birir,M,20,Kenya,KEN,Athletics,Gold
Pter Biros,M,24,Hungary,HUN,Water Polo,Gold
Pter Biros,M,28,Hungary,HUN,Water Polo,Gold
Pter Biros,M,32,Hungary,HUN,Water Polo,Gold
Vera Leonidovna Biryukova,F,18,Russia,RUS,Rhythmic Gymnastics,Gold
Ole Bischof,M,28,Germany,GER,Judo,Gold
Ralph English Bishop,M,20,United States,USA,Basketball,Gold
Klaus Bittner,M,21,Germany,GER,Rowing,Gold
Amos Kipwabok Biwott,M,21,Kenya,KEN,Athletics,Gold
Dallas Denver Bixler,M,22,United States,USA,Gymnastics,Gold
Ernst Gunnar Bjrk,M,21,Sweden,SWE,Cycling,Gold
Carl August Bjrkman,M,42,Sweden,SWE,Shooting,Gold
Lars Sigurd Bjorkstrom,M,36,Brazil,BRA,Sailing,Gold
"Kimberly A. ""Kim"" Black",F,21,United States,USA,Swimming,Gold
"Lawrence Jeffery ""Larry"" Black",M,21,United States,USA,Athletics,Gold
"Henry Thomas ""Harry"" Blackstaffe",M,39,Great Britain,GBR,Rowing,Gold
Bror Erik Alvar Bladstrm,M,18,Sweden,SWE,Canoeing,Gold
Alana Olga Blahoski,F,23,United States,USA,Ice Hockey,Gold
Bonnie Kathleen Blair (-Cruikshank),F,23,United States,USA,Speed Skating,Gold
Bonnie Kathleen Blair (-Cruikshank),F,27,United States,USA,Speed Skating,Gold
Bonnie Kathleen Blair (-Cruikshank),F,27,United States,USA,Speed Skating,Gold
Bonnie Kathleen Blair (-Cruikshank),F,29,United States,USA,Speed Skating,Gold
Bonnie Kathleen Blair (-Cruikshank),F,29,United States,USA,Speed Skating,Gold
"James Howard ""Jim"" Blair",M,22,United States,USA,Rowing,Gold
Lee Everett Blair,M,20,United States,USA,Art Competitions,Gold
"Robert Bowlby ""Rob"" Blake",M,32,Canada,CAN,Ice Hockey,Gold
Yohan Blake,M,22,Jamaica,JAM,Athletics,Gold
Yohan Blake,M,26,Jamaica,JAM,Athletics,Gold
Henrik Blakskjr,M,29,Denmark,DEN,Sailing,Gold
Isabelle Blanc,F,26,France,FRA,Snowboarding,Gold
Armand Blanchonnet,M,20,France,FRA,Cycling,Gold
Armand Blanchonnet,M,20,France,FRA,Cycling,Gold
Harriet Claiborne Bland (-Green),F,21,United States,USA,Athletics,Gold
Peter Blang,M,31,Netherlands,NED,Volleyball,Gold
Leszek Robert Blanik,M,31,Poland,POL,Gymnastics,Gold
Johann Blank,M,24,Germany,GER,Water Polo,Gold
"Francina Elsje ""Fanny"" Blankers-Koen",F,30,Netherlands,NED,Athletics,Gold
"Francina Elsje ""Fanny"" Blankers-Koen",F,30,Netherlands,NED,Athletics,Gold
"Francina Elsje ""Fanny"" Blankers-Koen",F,30,Netherlands,NED,Athletics,Gold
"Francina Elsje ""Fanny"" Blankers-Koen",F,30,Netherlands,NED,Athletics,Gold
Mriam Guadalupe Blasco Soto,F,28,Spain,ESP,Judo,Gold
"Jeffrey Carl ""Jeff"" Blatnick",M,27,United States,USA,Wrestling,Gold
Ethelda Marguerite Bleibtrey (-Schlatke),F,18,United States,USA,Swimming,Gold
Ethelda Marguerite Bleibtrey (-Schlatke),F,18,United States,USA,Swimming,Gold
Ethelda Marguerite Bleibtrey (-Schlatke),F,18,United States,USA,Swimming,Gold
"Donald Franklin ""Don"" Blessing",M,22,United States,USA,Rowing,Gold
"Richard Adolph ""Dick"" Blick",M,20,United States,USA,Swimming,Gold
Irina Valeryevna Bliznova,F,29,Russia,RUS,Handball,Gold
Anastasiya Ilyinichna Bliznyuk,F,18,Russia,RUS,Rhythmic Gymnastics,Gold
Anastasiya Ilyinichna Bliznyuk,F,22,Russia,RUS,Rhythmic Gymnastics,Gold
Jan Blokhuijsen,M,24,Netherlands,NED,Speed Skating,Gold
Vanja Hedvig Desideria Blomberg (-Webjrn),F,23,Sweden,SWE,Gymnastics,Gold
Erik Gustaf Blomqvist,M,33,Sweden,SWE,Shooting,Gold
"Douglas Morlan ""Doug"" Blubaugh",M,25,United States,USA,Wrestling,Gold
Kay Bluhm,M,23,Germany,GER,Canoeing,Gold
Kay Bluhm,M,23,Germany,GER,Canoeing,Gold
Kay Bluhm,M,27,Germany,GER,Canoeing,Gold
Pernille Blume,F,22,Denmark,DEN,Swimming,Gold
"Christian ""Bdi"" Blunck",M,24,Germany,GER,Hockey,Gold
Serge Blusson,M,20,France,FRA,Cycling,Gold
"Christopher Miles ""Chris"" Boardman",M,23,Great Britain,GBR,Cycling,Gold
Gyula Bbis,M,38,Hungary,HUN,Wrestling,Gold
Loredana Boboc,F,16,Romania,ROU,Gymnastics,Gold
Yekaterina Aleksandrovna Bobrova,F,23,Russia,RUS,Figure Skating,Gold
Vladlena Eduardovna Bobrovnikova,F,28,Russia,RUS,Handball,Gold
Giorgio Bocchino,M,23,Italy,ITA,Fencing,Gold
Conrad Helmut Fritz Bcker,M,25,Germany,GER,Gymnastics,Gold
Conrad Helmut Fritz Bcker,M,25,Germany,GER,Gymnastics,Gold
Franz Bckli,M,42,Switzerland,SUI,Shooting,Gold
Andrs Bodnr,M,22,Hungary,HUN,Water Polo,Gold
Andrea Bod-Molnr,F,22,Hungary,HUN,Gymnastics,Gold
"Josephine Francisca Maria ""Fieke"" Boekhorst",F,26,Netherlands,NED,Hockey,Gold
Isabelle Bori-Bgard,F,20,France,FRA,Fencing,Gold
Anna Ivanovna Bogaly-Titovets,F,26,Russia,RUS,Biathlon,Gold
Anna Ivanovna Bogaly-Titovets,F,30,Russia,RUS,Biathlon,Gold
Aleksandr Viktorovich Bogdanovich,M,26,Belarus,BLR,Canoeing,Gold
Andrey Viktorovich Bogdanovich,M,20,Belarus,BLR,Canoeing,Gold
"Philip George ""Phil"" Boggs",M,26,United States,USA,Diving,Gold
Vadim Iosifovich Bogiyev,M,25,Russia,RUS,Wrestling,Gold
Wendy Lou Lansbach Boglioli,F,21,United States,USA,Swimming,Gold
